CGC_HOSP,RAZAO,UF_ZI,CMPT
25438409000115,ASSOCIACAO DE COMBATE AO CANCER DO BRASIL CENTRAL,31,201505
25440199000108,HOSPITAL DA CRIANCA,31,201505
25445347000250,CENTRO ESPIRITA UBERABENSE,31,201505
25447731000100,HOSPITAL SANTA LUCIA DE UBERABA LTDA,31,200802
25452301000500,SOCIEDADE EDUCACIONAL UBERABENSE UNIUBE,31,201505
25459256000192,FUNDACAO DE ASSISTENCIA INTEGRAL A SAUDE,31,201505
25647611000157,CLINICA INFANTIL DOM BOSCO LTDA,31,201505
25653916000171,FUNDACAO ASSISTENCIAL DE SAUDE DE LAVRAS,31,200801
25654385000131,CASA DE SAUDE SANTA MARTA S A,31,201505
25760422000196,HOSPITAL SANTA CATARINA SA,31,201505
25763673000981,FUNDACAO DE ASSISTENCIA ESTUDO E PESQUISA DE UBERLANDIA,31,201301
25763673000981,FUNDACAO DE ASSISTENCIA ESTUDO E PESQUISA DE UBERLANDIA,31,201505
25766262000192,HOSPITAL E MATERNIDADE SAO FRANCISCO DE PAULA LTDA,31,200801
25863390000154,HOSPITAL REGIONAL DO SUL DE MINAS,31,201505
25945403000134,CASA DE CARIDADE DE VICOSA,31,201505
25984469000133,HOSPITAL E MATERNIDADE VIRGILIO ROSA LTDA,31,201505
26001230000169,ASSOCIACAO BENEFICENTE SAO JOAO BATISTA,31,201505
26145631000192,HOSPITAL SAO SEBASTIAO DE RECREIO,31,201505
26150979000178,FUNDACAO FILANTROPICA E BENEF DE SAUDE ARNALDO GAVAZA FILHO,31,201505
26202168000173,ASSOCIACAO HOSPITALAR NOSSA SENHORA DOS ANJOS,31,201505
26217349000173,HOSPITAL NOSSA SENHORA DAS NEVES,31,200801
26643296000152,PREFEITURA MUNICIPAL DE ANAPOLIS,52,201410
26762526000100,CENTRO MEDICO CIRURGICO SANTA CLARA LTDA,52,200801
26783498000108,VALDIVINO BARBOSA PERES,51,200805
26860593000150,HOSPITAL SAO JUDAS TADEU LTDA,50,201505
26878439000105,HOSPITAL SAO BERNARDO LTDA,52,201505
26989350023248,PREFEITURA MUNICIPAL DE CARACARAI,14,201306
27002674000181,CONFERENCIA DE SAO VICENTE DE PAULO,32,201505
27021104000139,IRMANDADE DO HOSPITAL SAO JUDAS TADEU DE GUARAPARI,32,200801
27037969000193,CASA DE CARIDADE SAO JOSE,32,201505
27080605000277,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605000358,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605000862,SECRETARIA ESTADUAL DE SAUDE SESA,32,201505
27080605000943,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605001087,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605001168,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605001400,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605001591,INSTITUTO ESTADUAL DE SAUDE PUBLICA,32,201505
27080605001672,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605001834,HOSPITAL DOUTOR JOAO DOS SANTOS NEVES,32,201505
27080605002059,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605002210,HOSPITAL DR BENICIO TAVARES PEREIRA,32,201505
27080605002300,SECRETARIA DE ESTADO DA SAUDE DO ESPIRITO SANTO,32,201505
27080605002482,SECRETARIA DE ESTADO DA SAUDE,32,201505
27081629000160,SANTA CASA DE MISERICORDIA JESUS MARIA JOSE,32,201505
27091651000190,FUNDACAO MEDICO ASSISTENCIAL DO TRABALHADOR RURAL DE PANCAS,32,201505
27097229001033,MOVIMENTO DE EDUCACAO PROMOCIONAL DO ESPIRITO SANTO,32,201504
27108380000139,FUNDACAO HOSPITAL MATERNIDADE SAO CAMILO,32,201502
27124437000193,HOSPITAL PADRE OLIVIO,32,201505
27130145000163,FUNDACAO MEDICA ASSISTTRABRURAL DE APIACA,32,200801
27155761000250,OBRAS SOCIAIS DA COMUNIDADE DE VINHATICO,32,201505
27165554000448,PREFEITURA MUNICIPAL DE VILA VELHA,32,201505
27187087000104,SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM,32,201505
27187087000295,SANTA CASA DE MISERICORDIA DE CACHOEIRO DE ITAPEMIRIM,32,201505
27187301000122,CLINICA DE REPOUSO SANTA IZABEL LTDA,32,201505
27189505000445,INSTITUTO ESTADUAL DE SAUDE PUBLICA,32,200801
27189505001174,SECRETARIA ESTADUAL DE SAUDE SESA,32,200801
27189505001336,HOSPITAL SAO JOSE - IESP,32,200801
27189505001506,INSTITUTO ESTADUAL DE SAUDE PUBLICA IESP,32,200809
27192590000158,HOSPITAL INFANTIL FRANCISCO DE ASSIS,32,201505
27192590000581,HOSPITAL INFANTIL FRANCISCO DE ASSIS,32,201505
27193705000129,HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM,32,201505
27193705000390,HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM,32,201505
27285725000120,FUNDACAO MEDICO ASSISTENCIAL DO TRABALHADOR RURAL,32,201505
27443803000177,HOSPITAL PADRE MAXIMO,32,201505
27443985000186,SANTA CASA DE MISERICORDIA DE CASTELO,32,200801
27490614000155,CASA DE SAUDE SANTA MARIA SA,32,201505
27553841000182,SOCIEDADE CIVIL SANTA CASA DE IUNA,32,201505
27638436000248,SOCIEDADE BENEFICENTE E CULTURAL DE MONTANHA,32,201505
27658129000148,FHASDOMAR FUND HOSP E ASSIST SOCIAL DE DOMINGOS MARTINS,32,201505
27686179000139,SANTA CASA DE MISERICORDIA DE GUACUI,32,201505
27715861000102,CASA DE SAUDE E MATERNIDADE N S DA CONCEICAO LTDA,32,200801
27727452000207,ASSOCIACAO DE BENEFICENCIA E CULTURA DE JOAO NEIVA,32,201504
27764554000111,INSTITUICAO FREDERICO LEOMIL,33,201505
27836329000143,FUNDACAO BENEFICENTE RIO DOCE,32,201505
27868835000114,HOSPITAL APOSTOLO PEDRO,32,201505
27918267000119,SOCIEDADE DE AMPARO A MATERNIDADE E A INFANC IA,32,201505
27993427000275,CASA NOSSA SENHORA APARECIDA,32,201505
28137925000106,AFECC ASSOCIACAO FEMININA EDUCACAO COMBATE CANCER,32,201505
28141190000267,IRMANDADE DA SANTA CASA DE MISERICORDIA,32,201505
28143964000108,ASSOCIACAO BENEFICENTE PRO MATRE DE VITORIA,32,201505
28153476000181,CLINICA DE ACIDENTADOS DE VITORIA LTDA,32,201505
28160836000172,HOSPITAL PEDIATRICO DE VITORIA,32,200801
28394369000145,MATERNIDADE PRONTO SOCORRO NOSSA SENHORA DA PENHA LTDA,32,201505
28404382000138,HOSPITAL MATERNIDADE SANTA HELENA,32,200801
28483261000129,ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESP SANTO,32,200901
28503308000179,IRMANDADE DA SANTA MISERICORDIA DE ANGRA DOS REIS,33,201505
28523215000378,HOSPITAL UNIVERSITARIO ANTONIO PEDRO,33,201505
28528891000172,CASA DE CARIDADE ARARUAMA,33,200801
28531762000800,HOSPITAL MUNICIPAL PREFEITO ARMANDO DA SILVA CARVALHO,33,200801
28567618000157,HOSPITAL E MATERNIDADE CRISTO REI,32,201505
28572311000144,CASA DE CARIDADE SANTA RITA,33,201505
28574523000160,CENTRO ESPIRITA PAI JOSE CAMBINDA,33,201505
28576387000148,CLINICA ENGENHEIRO PAULO DE FRONTIN LTDA,33,200801
28580694001174,SECRETARIA MUNICIPAL DE SAUDE MENDES,33,201202
28606630003572,SECRETARIA MUNCIPAL DE SAUDE,33,200801
28606630004706,SECRETARIA MUNICIPAL DE SAUDE,33,200801
28616456000108,ASSOCIACAO HOSPITALAR SAO JOAO DE SANTA MARIA MADALENA,33,201504
28636579002065,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,33,201505
28636579002146,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,33,201505
28636579002227,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,33,201505
28636579002308,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,33,201505
28646628000188,ASSOCIACAO HOSPITALAR SAO SEBASTIAO DO ALTO,33,201505
28683712000171,SANTA CASA DE MISERICORDIA DE BARRA MANSA,33,201505
28692606000154,CLINICA VALE DO PARAIBA LTDA,33,201505
28741098000580,PREFEITURA MUNICIPAL DE SILVA JARDIM,33,201505
28791671000137,SANTA CASA DE BOM JARDIM,33,201505
28812576000334,CENTRO POPULAR PROMELHORAMENTOS DE BOM JESUS,33,201505
28847176000100,CLINICA SANTA HELENA LTDA,33,201505
28902229000130,IRMANDADE DE MISERICORDIA DE SAO JOAO DA BARRA,33,201505
28912228000177,ASSOCIACAO HOSPITALAR DE CAMBUCI,33,201407
28930451000147,INSTITUTO DE DOENCAS NERVOSAS E MENTAIS LTDA,33,201505
28947885000230,ASSOCIACAO FLUMINENSE DE ASSIST A MULHER CRIANCA E AO IDOSO,33,201505
28952018000102,CASA DE SAUDE IMACULADA CONCEICAO LTDA,33,201203
28961084000149,SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS,33,201505
28963932000159,LIGA ESPIRITA DE CAMPOS MANT DO HOSP ABRIGO J VIANA,33,201505
28963981000191,SANTA CASA DE MISERICORDIA DE CAMPOS,33,201505
28964252000150,FUNDACAO BENEDITO PEREIRA NUNES,33,200801
29063294000182,SERVICO AUTONOMO HOSPITALAR,33,201505
29081924000141,CASA DE SAUDE CANANEIA LTDA,33,201505
29086543000155,Y A PENHA E CIA LTDA,33,200801
29113024000139,CLINICA DE REPOUSO ITABAPOANA LTDA,33,201410
29113446000104,CASA DE SAUDE BOM JESUS LTDA,33,200906
29128766002777,SMSS CACHOEIRAS DE MACACU,33,200801
29130143000108,INSTITUTO DE CARDIOLOGIA SAO MIGUEL,33,201505
29138278003208,HOSPITAL GERAL DE NOVA IGUACU,33,201505
29138286000158,SECRETARIA MUNICIPAL DE SAUDE DE NILOPOLIS,33,200801
29138302001265,SMS ITAGUAI,33,201409
29138310001120,SECRETARIA MUNICIPAL DE SAUDE MANGARATIBA,33,200801
29138328001556,SMS DUQUE DE CAXIAS,33,200801
29138328001637,MUNICIPIO DE DUQUE DE CAXIAS,33,201505
29138328001718,SMS DUQUE DE CAXIAS,33,200801
29138344001549,HOSPITAL ALCIDES CARNEIRO,33,200801
29138351001117,SECRETARIA MUNICIPAL DE SAUDE DE MAGE,33,201505
29138351001206,SECRETARIA MUNICIPAL DE SAUDE DE MAGE,33,201505
29139110000110,CLINICA GERIATRICA DO VILAR LTDA,33,200801
29205994000164,CASA DE SAUDE SAO JUDAS TADEU LTDA,33,200801
29236841000184,HOSPITAL DE CANTAGALO,33,201505
29237088000141,HOSPITAL ANTONIO CASTRO,33,201505
29251097000197,INSTITUTO DE MED NUCLEAR E ENDOCRINOLOGIA LTDA,33,201505
29259280000139,HOSPITAL NOSSA SENHORA DO CARMO,33,201505
29428588000160,SANATORIO DUQUE DE CAXIAS,33,200801
29435005005600,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,41,201412
29445632000140,ASSOC DE PROT E ASSIST E MATERN E A INFANCIA DE QUATIS,33,201505
29468055000293,SMS RIO HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,33,201505
29468055000374,SMS RIO HOSPITAL MUNICIPAL MIGUEL COUTO AP 21,33,201505
29468055000455,SMS RIO HOSPITAL MUNICIPAL SALGADO FILHO AP 32,33,201505
29468055000536,SMS RIO HOSPITAL MUNICIPAL PAULINO WERNECK AP 31,33,201505
29468055000617,SMS RIO HOSPITAL MATERNIDADE FERNANDO MAGALHAES AP 10,33,201505
29468055000706,SMS RIO MATERNIDADE HERCULANO PINHEIRO AP 33,33,201505
29468055000889,SMS RIO HOSPITAL MUNICIPAL JESUS AP 22,33,201505
29468055000960,SMS RIO HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31,33,201505
29468055001001,SMS RIO HOSPITAL MUNICIPAL SALLES NETTO,33,200801
29468055001184,SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA AP 2 1,33,201505
29468055001265,SMS RIO HOSPITAL MUNICIPAL BARATA RIBEIRO AP 1 0,33,201505
29468055001346,SMS RIO HOSPITAL MUNCIPAL LOURENCO JORGE AP 40,33,201505
29468055001508,SMS RIO CMS MANOEL ARTHUR VILLABOIM AP 10,33,201505
29468055001699,SMS RIO HOSP MUN DE GERIAT E GERONT MIGUEL PEDRO AP 22,33,201505
29468055008944,SMS RIO HOSPITAL MATERNIDADE OSWALDO NAZARETH,33,200801
29468055009088,SMS RIO MATERNIDADE CARMELA DUTRA AP 32,33,201505
29468055009169,SMS RIO MATERNIDADE ALEXANDER FLEMING AP 33,33,201505
29468055009673,SMS RIO HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,33,201505
29546827000187,CLINICA SAO JOAO BATISTA LTDA,33,200801
29584026000106,CENTRO PEDIATRICO JOAO XXIII LTDA,33,200801
29589124000136,SAME SOCIEDADE DE ASSISTENCIA MEDICA ESPECIALIZADA LTDA,33,200801
29619822000137,CASA DE SAUDE JOAO XXIII LTDA,33,201505
29635802000150,CASA DE SAUDE E MATERNIDADE SANTA THEREZINHA LTDA,33,200801
29644622000134,CLINICA SAO CAMILO DE LELIS LTDA,33,200801
29644705000123,ASSOCIACAO SANTO ANTONIO DOS POBRES DE ITAPERUNA,33,201505
29655214000188,CASA DE SAUDE NOSSA SENHORA DA CONCEICAO LTDA,33,201408
29700143000198,LIGA BENEFICIENTE SAO JOAO BATISTA DE MACAE,33,200801
29766003000112,POLICLINICA SANTO ALEIXO LTDA,33,200801
29766201000186,CASA DE SAUDE NOSSA SENHORA DA PIEDADE MAGE SA,33,200801
29828969000137,CLINICA DR WALTER GOMES FRANCKLIN SC LTDA,33,201505
29856499000115,HOSPITAL DE MIRACEMA,33,201505
29856556000166,ORGANIZACOES MEDICAS NORTE FLUMINENSE LTDA,33,201410
29885506000107,CAIXA DOS POBRES DE NATIVIDADE,33,201505
29885530000146,ASSOCIACAO HOSPITALAR SAO SEBASTIAO DE VARRESAI,33,200801
30055677000198,CASA DE SAUDE ALFREDO NEVES LTDA,33,201505
30079222000102,HOSPITAL OFTALMOLOGICO SANTA BEATRIZ LTDA,33,201505
30079479000164,PROCORDIS SA,33,201409
30080477000195,CLINICA SANTA JULIANA,33,200801
30098479000101,CLINICA DE REPOUSO EGO LTDA,33,201505
30130942000155,CASA DE SAUDE E MATERNIDADE DR ONTIVEIROS LTDA,33,200801
30477954000150,CLINICA DAS AMENDOEIRAS LTDA,33,200801
30537740000122,CASA DE SAUDE SAO LUCAS SA,33,201505
30538011000190,CLINICA DE REPOUSO SANTA LUCIA LTDA,33,201505
30590574000128,IRMANDADE DE SANTA IZABEL DE CABO FRIO,33,201505
30594865000194,CLISSIL CLINICA SAO SILVESTRE LTDA,33,200801
30597223000149,FUNDACAO MEDICA HOSPITALAR SAO SILVESTRE,33,201504
30749410000109,HOSPITAL DE CLINICAS INFANTIL,33,200801
30753792000136,CASA DE SAUDE E MATERNIDADE BELFORD ROXO LTDA,33,201505
30768782000174,CASA DE SAUDE BOM PASTOR LTDA,33,200801
30792527000167,CASA DE SAUDE E MATERNIDADE XV DE AGOSTO LTDA,33,201505
30792683000128,ASSOCIACAO DE CARIDADE HOSPITAL IGUACU,33,200801
30961882000112,ASSOCIACAO BENEFICENTE FERROVIA ESTR FERRO VITORIA A MINAS,32,200801
31080468000167,IRMANDADE NOSSA SENHORA DA PIEDADE,33,201505
31138217000196,SANATORIO DE CORREAS LTDA,33,201505
31141856000100,SANATORIO OSWALDO CRUZ LTDA,33,201505
31146863000103,CASA DE SAUDE SANTA MONICA LTDA,33,201505
31146863000286,CASA DE SAUDE SANTA MONICA LTDA,33,200801
31153067000190,HOSPITAL MUNICIPAL DR NELSON DE SA EARP,33,200801
31158223000105,CLINICA SOLAR PEDRAS BRANCAS LTDA,33,200801
31424245000170,CASA DE CARIDADE DE PIRAI,33,201505
31431679000105,ASSOCIACAO HOSPITAL DE PORCIUNCULA,33,201505
31460017000155,SANTA CASA DE MISERICORDIA DE RESENDE,33,201505
31460108000190,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE RESENDE,33,201505
31475478000100,FUND M A TRAB RURAL DE ITARANA,32,201505
31517345000140,HOSPITAL COLONIA DE RIO BONITO,33,200801
31517493000165,HOSPITAL REGIONAL DARCY VARGAS,33,201505
31575483000186,ASSOCIACAO DE A S DE RIO DAS FLORES,33,200801
31591910000110,CASA DE SAUDE E MATERNIDADE SANTA MONICA LTDA,33,200801
31592264000105,CASA DE SAUDE PIO XII LTDA,33,200801
31634918000116,ASSOCIACAO HOSPITALAR ARMANDO VIDAL,33,201505
31635907000150,CASA DE SAUDE SAO LUCAS LTDA,33,200801
31666548000107,NANCI E CIA LTDA,33,201505
31671480000146,CLINICA SAO GONCALO LTDA,33,200801
31684384000132,CASA DE SAUDE SANTA LUCIA LTDA,33,200801
31686892000150,CASA DE SAUDE NOSSA SENHORA DAS NEVES,33,200801
31690019000130,CLINICA SANTA CATARINA LTDA,33,201505
31708639000150,CLINICA SANTA PAULA SA,33,201410
31710304000176,CASA DE SAUDE MENINO DEUS SA,33,201410
31715543000119,CASA DE SAUDE E MATERNIDADE SANTA MARIA SA,33,200801
31723489000153,HOSPITAL SAO MIGUEL SA,33,201504
31728710000166,CASA DE SAUDE E MATERNIDADE MODELO LTDA,33,200801
31731458000144,CLINICA NOSSA SENHORA DAS VITORIAS LTDA,33,201505
31928260000155,CASA DE SAUDE E MATERNIDADE SAO JOSE LTDA,33,200801
31930977000131,PROSIM CASA DE SAUDE E PRONTO SOCORRO INFANTIL MERITI LTDA,33,201505
31931157000164,ASSOCIACAO DE CARIDADE HOSPITAL SAO JOAO DE MERITI,33,201505
31935349000149,CASA DE SAUDE VILAR DOS TELES,33,200801
32103673000163,MISSAO DE SAO PEDRO,33,201504
32185605000190,HOSPITAL NOSSA SENHORA DA SAUDE,33,201505
32190092000378,FESO FUNDACAO EDUCACIONAL SERRA DOS ORGAOS,33,201505
32295503000128,CLINICA DE REPOUSO TRES RIOS,33,201505
32319972000130,FUNDACAO PRO INSTITUTO DE HEMATOLOGIA DO RIO DE JANEIRO,33,201505
32352403000196,ASSOCIACAO HOSPITAL SANTA ISABEL,33,201505
32352809000179,ASSOCIACAO DA CASA DE CARIDADE DE CONSERVATORIA,33,201505
32353393000103,IRMANDADE DA SANTA CASA DA MISERICORDIA DE VALENCA,33,201505
32410920000174,CASA DE SAUDE NOSSA SENHORA APARECIDA DE PARACAMBI LTDA,33,201505
32411738000138,IRMANDADE DOS POBRES DE ENGENHEIRO PAULO DE FRONTIN,33,201505
32414435000179,HOSPITAL PARACAMBI LTDA,33,201505
32467144000149,FUNDACAO MIGUEL PEREIRA,33,201505
32479164000130,HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES UFES,32,201505
32491672000133,HOSPITAL EVANGELICO REGIONAL LTDA,33,200801
32501272000161,CASA DE SAUDE VOLTA REDONDA SOB INTERVENCAO,33,200801
32513459000185,HOSPITAL JARDIM AMALIA LTDA,33,201505
32531279000126,CASA DE SAUDE VILA PARAISO LTDA,33,200801
32556060002397,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,33,201505
32556060002710,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,33,201505
32556060002800,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,33,201505
32556060003288,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,33,201505
32556060003369,FUNDACAO MUNICIPAL DE SAUDE DE NITEROI,33,201505
32558199000164,CENTRO INTERDISCIPLINAR DE ESTUDOS UNIVERSITARIOS,33,201204
32652380000135,HOSPITAL BOM JESUS DE NAZARE,29,201505
32728420000266,ASSOC ASSIST PROT A MATERNIDADE INF DE RIACHUELO,28,201105
32784456000186,ASS DE BENEFICIENCIA SAO FRANCISCO,28,200801
32784571000150,ASSOCIACAO COMUNITARIA N SRA DO DESTERRO,28,201505
32944118000164,FUNDACAO DE SAUDE COMUNITARIA DE SINOP,51,201505
32944118000326,FUNDACAO DE SAUDE COMUNITARIA DE SINOP,51,201505
32968331000106,PRONTO SOCORRO HOSPITAL E MATERNIDADE MUNICIPAL,51,201411
32987802000123,PETRUCCI E DAL MORO LTDA,51,200801
33003005000127,PREFEITURA MUNICIPAL DE CAMPINAPOLIS,51,201502
33004540000283,FUNDACAO UNVERSIDADE FEDERAL DE MATO GROSSO,51,200901
33245556000105,CLINICA JARDIM AMERICA LTDA,33,201505
33282617000104,SANATORIO RIO DE JANEIRO LTDA,33,201505
33322546000118,HOSPITAL DE QUEIMADURAS LTDA,52,200801
33371501000133,AMERICLIN LTDA,33,200801
33458118000117,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DAS GRACAS LTDA,33,201505
33501214000109,CLINICA DA GAVEA SA,33,200801
33540014001714,UERJ HUPE HOSPITAL UNIVERSITARIO PEDRO ERNESTO,33,201505
33541368027073,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO,29,201505
33543356002093,ASSOCIACAO FRANCO BRASILEIRA,42,201505
33543356002336,SOCIEDADE FRANCO BRASILEIRA,42,200801
33570052002953,ASSOCIACAO SAO VICENTE DE PAULO,33,200801
33609504002025,SCMRJ SANTA CASA HOSP N S DA SAUDE HOSPITAL DA GAMBOA,33,201505
33609504002378,SANTA CASA DA MISERICORDIA RJ MORDOMIA HOSPITAL N S DAS DORE,33,201505
33609504002459,SCMRJ SANTA CASA HOSPITAL SAO ZACHARIAS,33,201505
33609504003854,SANTA CASA DA MISERICORDIA DO RJ HOSPITAL GERAL,33,200801
33621095000110,ORGANIZACAO HOSPITALAR MAE CELESTE LTDA,52,200801
33621384198202,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,43,200801
33633629000128,ASSOCIACAO PRO MATRE,33,200801
33657222000130,ASSOCIACAO ESPIRITA OBREIROS DO BEM,33,201505
33663683000388,UFRJ HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,33,200808
33663683002089,UFRJ INSTITUTO DE GINECOLOGIA,33,201505
33663683002240,UFRJ INSTITUTO DE NEUROLOGIA DEOLINDO COUTO,33,201502
33663683002593,INSTITUTO DE PSIQUIATRIA DA UFRJ IPUB,33,201505
33663683002674,UFRJ INST DE PUER PED MARTAGAO GESTEIRA,33,201505
33663683005266,UFRJ MATERNIDADE ESCOLA,33,201505
33663683005347,UFRJ HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO,33,201505
33726472000770,SOCIEDADE DE ASSISTENCIA E CULTURA SAGRADO CORACAO DE JESUS,35,201505
33726472001319,SOCIEDADE DE ASSISTENCIA E CULTURA SAGRADO CORACAO DE JESUS,33,201505
33726779000186,CASA DE SAUDE REPUBLICA CROACIA,33,200801
33754300000115,ASSOCIACAO BENEFICENTE RITA ANTONIA MACIEL GODOY,50,201505
33781055001026,INSTITUTO NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS,33,201505
33789850000765,CONGREGACAO DAS SERVAS DE MARIA REPARADORAS,42,201505
33796681000367,ASSOCIACAO HOSPITALEIRA DE ASSISTENCIA SOCIAL,35,201505
33816794000204,ASS BRAS ASSIST CANC HOSP MARIO KROEFF,33,201505
33831322000131,ACAO CRISTA VICENTE MORETTI,33,201505
33833690000119,CLINICA DE REPOUSO SANTA EDWIGES LTDA,33,200801
33875865000150,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA LTDA,29,201503
33892266000145,CASA DE SAUDE GABINAL LTDA,33,200801
33921495000493,ALCLIN HOSPITAL DE OLHOS ANDRE LAVGNE LTDA,29,201505
33932567000155,ASSISTENCIA MEDICO HOSPITALAR SAO JORGE,33,201505
34023077000280,HOSPITAL UNIVERSITARIO GAFFREE E GUINLE,33,201505
34161232000305,CASA DE SAUDE DR EIRAS DE PARACAMBI,33,200801
34258665000111,HOSPITAL SAO PAULO LTDA ME,29,200912
34293662000119,SEMEL SERVICOS MEDICOS LEOPOLDINENSE LTDA SC,33,200801
34402180000150,AFONSO E VASCONCELOS LTDA,29,200801
34570820000130,FUNDACAO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZON,13,201505
34621748000476,UNIVERSIDADE FEDERAL DO PARA,15,201505
34626440000251,PREFEITURA MUNICIPAL DE BREU BRANCO,15,200801
34630905000167,HOSPITAL NOSSA SENHORA DE NAZARE,15,201505
34811331000123,SECRETARIA DE ESTADO DA SAUDE,14,200801
34811349000125,HOSPITAL CORONEL MOTA,14,200801
34826149000146,VANIA GABRIELLA LAURIA,15,201505
34844928000174,CASA DE SAUDE DE PARAGOMINAS SC LTDA,15,200801
34845396000190,HOSPITAL SAO PAULO SC LTDA,15,200801
34880872000103,HOSPITAL E MATERNIDADE SANTO AGOSTINHO LTDA,15,201505
34925206000225,PREFEITURA MUNICIPAL DE PORTO GRANDE,16,201504
34965764000133,CLINICA DR ISAIAS LTDA,22,201505
35024991000127,PREFEITURA MUNICIPAL DE HORIZONTE,23,201505
35046234000154,PREF M MONSENHOR TABOSA,23,201505
35049097000292,PREF M CATUNDA,23,201505
35050616000151,PREF M ITAICABA,23,201505
35106871000179,PREFEITURA MUNICIPAL DE PINHEIRO,21,201505
35121391000187,HOSPITAL ANTONIO TOMAZ LTDA,21,200801
35122209000102,PREFEITURA MUNICIPAL DE SUCUPIRA DO NORTE,21,201505
35145432000175,FUNDACAO PADRE ANTONIO DANTE CIVIERO,22,201505
35151851000110,CASA DE SAUDE MATERNIDADE SAO JOSE LTDA,22,201505
35156538000174,PREFEITURA MUNICIPAL DE SAO DOMNGOS DO MARANHAO,21,201505
35173152000170,CAMPOS E SOARES LTDA,21,201208
35180686000124,PREFEITURA MUNICIPAL DE GONCALVES DIAS,21,201505
35180777000160,PREFEITURA MUNICIPAL DE ALEXANDRE COSTA,21,201505
35197896000125,ALAN G NOVAES VIANA,21,201505
35209212000168,PREFEITURA MUNICIPAL DE AXIXA,21,201503
35445998000112,INSTITUTO BENEFICIENTE VALE DO SAO FRANCISCO,26,201505
35470574000299,SERVICO OFTALMOLOGICO DE PERNAMBUCO LTDA,26,201504
35501733000194,INSTITUTO CANDIDA VARGAS,25,201505
35589456000113,CENTRAL DE DIAGNOSTICO LTDA,25,201505
35642172000143,CARVALHO BELTRAO SERVICOS DE SAUDE LTDA,27,201505
35650324000150,CARDIODIAGNOSTICO LTDA,24,201505
36399624000170,FUNDACAO HOSPITALAR BENEFICIENTE CONCORDIA,32,201505
36423614000123,CLINICA LETICIA CARVALHO RAMOS LTDA,32,200801
36475879000256,SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO,33,201505
36487759000198,MUNICIPIO DE MARICA,33,201505
36537173000190,CLINICA DE OLHOS DR TANNURE LTDA,33,201505
36571495000237,SECRETARIA MUNICIPAL DE SAUDE DE LAJE DO MURIAE,33,200801
36881084000167,LIMA E AQUINO CIA LTDA,51,201505
36933695000101,FONSECA MANFRIN CIA LTDA,51,201505
