CID,DESCRICAO,TP_NIVEL,RESTRSEXO,DS_CATEGORIA,DS_GRUPO,DS_CAPITULO
J029,Faringite aguda NE,SUBCAT,5,Faringite aguda,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J03,Amigdalite aguda,CAT,5,Amigdalite aguda,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J030,Amigdalite estreptococica,SUBCAT,5,Amigdalite aguda,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J038,Amigdalite aguda dev outr microorg espec,SUBCAT,5,Amigdalite aguda,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J039,Amigdalite aguda NE,SUBCAT,5,Amigdalite aguda,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J04,Laringite e traqueite agudas,CAT,5,Laringite e traqueite agudas,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J040,Laringite aguda,SUBCAT,5,Laringite e traqueite agudas,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J041,Traqueite aguda,SUBCAT,5,Laringite e traqueite agudas,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J042,Laringotraqueite aguda,SUBCAT,5,Laringite e traqueite agudas,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J05,Laringite obstrutiva aguda e epiglotite,CAT,5,Laringite obstrutiva aguda e epiglotite,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J050,Laringite obstrutiva aguda,SUBCAT,5,Laringite obstrutiva aguda e epiglotite,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J051,Epiglotite aguda,SUBCAT,5,Laringite obstrutiva aguda e epiglotite,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J06,Infecc agudas vias aereas super loc mult NE,CAT,5,Infecc agudas vias aereas super loc mult NE,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J060,Laringofaringite aguda,SUBCAT,5,Infecc agudas vias aereas super loc mult NE,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J068,Outr infecc agudas vias aereas sup loc mult,SUBCAT,5,Infecc agudas vias aereas super loc mult NE,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J069,Infecc aguda das vias aereas super NE,SUBCAT,5,Infecc agudas vias aereas super loc mult NE,J00-J06 Infecções agudas das vias aéreas superiores,X. Doenças do aparelho respiratório
J10,Influenza dev virus influenza identificado,CAT,5,Influenza dev virus influenza identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J100,Influenza c/pneum dev virus influenza ident,SUBCAT,5,Influenza dev virus influenza identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J101,Influenz c/out manif resp dev vir infl ident,SUBCAT,5,Influenza dev virus influenza identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J108,Influenza c/outr manif dev virus infl ident,SUBCAT,5,Influenza dev virus influenza identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J11,Influenza dev virus nao identificado,CAT,5,Influenza dev virus nao identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J110,Influenza c/pneumonia dev virus nao ident,SUBCAT,5,Influenza dev virus nao identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J111,Influenza c/out manif resp dev virus n ident,SUBCAT,5,Influenza dev virus nao identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J118,Influenza c/outr manif dev virus nao ident,SUBCAT,5,Influenza dev virus nao identificado,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J12,Pneumonia viral NCOP,CAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J120,Pneumonia dev adenovirus,SUBCAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J121,Pneumonia dev virus respirat sincicial,SUBCAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J122,Pneumonia dev parainfluenza,SUBCAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J128,Outr pneumonias virais,SUBCAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J129,Pneumonia viral NE,SUBCAT,5,Pneumonia viral NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J13,Pneumonia dev Streptococcus pneumoniae,CAT,5,Pneumonia dev Streptococcus pneumoniae,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J14,Pneumonia dev Haemophilus infuenzae,CAT,5,Pneumonia dev Haemophilus infuenzae,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J15,Pneumonia bacter NCOP,CAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J150,Pneumonia dev Klebsiella pneumoniae,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J151,Pneumonia dev Pseudomonas,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J152,Pneumonia dev Staphylococcus,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J153,Pneumonia dev Streptococcus do grupo B,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J154,Pneumonia dev outr estreptococos,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J155,Pneumonia dev Escherichia coli,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J156,Pneumonia dev outr bact aerobicas gram-neg,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J157,Pneumonia dev Mycoplasma pneumoniae,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J158,Outr pneumonias bacter,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J159,Pneumonia bacter NE,SUBCAT,5,Pneumonia bacter NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J16,Pneumonia dev out microorg infecc espec NCOP,CAT,5,Pneumonia dev out microorg infecc espec NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J160,Pneumonia dev clamidias,SUBCAT,5,Pneumonia dev out microorg infecc espec NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J168,Pneumonia dev outr microorg infecc espec,SUBCAT,5,Pneumonia dev out microorg infecc espec NCOP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J17,Pneumonia em doenc COP,CAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J170,Pneumonia em doenc bacter COP,SUBCAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J171,Pneumonia em doenc virais COP,SUBCAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J172,Pneumonia em micoses COP,SUBCAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J173,Pneumonia em doenc parasit COP,SUBCAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J178,Pneumonia em outr doenc COP,SUBCAT,5,Pneumonia em doenc COP,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J18,Pneumonia p/microorg NE,CAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J180,Broncopneumonia NE,SUBCAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J181,Pneumonia lobar NE,SUBCAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J182,Pneumonia hipostatica NE,SUBCAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J188,Outr pneumonias dev microorg NE,SUBCAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J189,Pneumonia NE,SUBCAT,5,Pneumonia p/microorg NE,J09-J18 Influenza [gripe] e pneumonia,X. Doenças do aparelho respiratório
J20,Bronquite aguda,CAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J200,Bronquite aguda dev Mycoplasma pneumoniae,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J201,Bronquite aguda dev Haemophilus influenzae,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J202,Bronquite aguda dev estreptococos,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J203,Bronquite aguda dev virus Coxsackie,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J204,Bronquite aguda dev virus parainfluenza,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J205,Bronquite aguda dev virus sincicial respirat,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J206,Bronquite aguda dev rinovirus,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J207,Bronquite aguda dev echovirus,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J208,Bronquite aguda dev outr microorg espec,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J209,Bronquite aguda NE,SUBCAT,5,Bronquite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J21,Bronquiolite aguda,CAT,5,Bronquiolite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J210,Bronquiolite aguda dev virus sincicial resp,SUBCAT,5,Bronquiolite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J218,Bronquiolite aguda dev outr microorg espec,SUBCAT,5,Bronquiolite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J219,Bronquite aguda NE,SUBCAT,5,Bronquiolite aguda,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J22,Infecc agudas NE das vias aereas infer,CAT,5,Infecc agudas NE das vias aereas infer,J20-J22 Outras infecções agudas das vias aéreas inferiores,X. Doenças do aparelho respiratório
J30,Rinite alergica e vasomotora,CAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J300,Rinite vasomotora,SUBCAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J301,Rinite alergica dev polen,SUBCAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J302,Outr rinites alergicas sazonais,SUBCAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J303,Outr rinites alergicas,SUBCAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J304,Rinite alergica NE,SUBCAT,5,Rinite alergica e vasomotora,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J31,Rinite nasofaringite e faringite cronicas,CAT,5,Rinite nasofaringite e faringite cronicas,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J310,Rinite cronica,SUBCAT,5,Rinite nasofaringite e faringite cronicas,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J311,Nasofaringite cronica,SUBCAT,5,Rinite nasofaringite e faringite cronicas,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J312,Faringite cronica,SUBCAT,5,Rinite nasofaringite e faringite cronicas,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J32,Sinusite cronica,CAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J320,Sinusite maxilar cronica,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J321,Sinusite frontal cronica,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J322,Sinusite etmoidal cronica,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J323,Sinusite esfenoidal cronica,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J324,Pansinusite cronica,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J328,Outr sinusites cronicas,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J329,Sinusite cronica NE,SUBCAT,5,Sinusite cronica,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J33,Polipo nasal,CAT,5,Polipo nasal,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J330,Polipo da cavidade nasal,SUBCAT,5,Polipo nasal,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J331,Degeneracao polipoide do seio paranasal,SUBCAT,5,Polipo nasal,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J338,Outr polipos do seio paranasal,SUBCAT,5,Polipo nasal,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J339,Polipo nasal NE,SUBCAT,5,Polipo nasal,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J34,Outr transt do nariz e dos seios paranasais,CAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J340,Abscesso furunculo e carbunculo do nariz,SUBCAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J341,Cisto e mucocele de seio paranasal,SUBCAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J342,Desvio do septo nasal,SUBCAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J343,Hipertrofia dos cornetos nasais,SUBCAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J348,Outr transt espec nariz e seios paranasais,SUBCAT,5,Outr transt do nariz e dos seios paranasais,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J35,Doenc cronicas das amigdalas e das adenoides,CAT,5,Doenc cronicas das amigdalas e das adenoides,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J350,Amigdalite cronica,SUBCAT,5,Doenc cronicas das amigdalas e das adenoides,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J351,Hipertrofia das amigdalas,SUBCAT,5,Doenc cronicas das amigdalas e das adenoides,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J352,Hipertrofia das adenoides,SUBCAT,5,Doenc cronicas das amigdalas e das adenoides,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
J353,Hipertrofia amigdalas c/hipertrof adenoides,SUBCAT,5,Doenc cronicas das amigdalas e das adenoides,J30-J39 Outras doenças das vias aéreas superiores,X. Doenças do aparelho respiratório
